idx,sentiment,bleu,meteor,rouge1,rouge2,rougeL
29,neg,0.005474870710453651,0.018050541516245487,0.0,0.0,0.0
30,neg,0.02777619034011792,0.04672897196261682,0.0,0.0,0.0
31,neg,0.02163211878762423,0.03496503496503496,0.0,0.0,0.0
32,neg,0.011856660123276007,0.05194805194805194,0.06666666666666667,0.0,0.06666666666666667
33,neg,0.007393821123191824,0.058139534883720936,0.03636363636363636,0.0,0.03636363636363636
34,neg,0.006409912521492096,0.04347826086956522,0.03389830508474576,0.0,0.03389830508474576
35,neg,0.017395797375642234,0.043859649122807015,0.0,0.0,0.0
36,neg,0.006651640607160381,0.032679738562091505,0.0,0.0,0.0
37,neg,0.009020544569112136,0.07547169811320756,0.045454545454545456,0.0,0.045454545454545456
38,neg,0.006651640607160381,0.061728395061728406,0.06896551724137932,0.0,0.055172413793103454
39,neg,0.03303164318013808,0.04,0.0,0.0,0.0
40,neg,0.004991786288650145,0.03956478733926804,0.03174603174603175,0.0,0.03174603174603175
41,neg,0.008071364532479952,0.06535947712418302,0.06779661016949153,0.0,0.03389830508474576
42,neg,0.05372849659117709,0.02702702702702703,0.0,0.0,0.0
43,neg,0.02777619034011792,0.03289473684210526,0.0,0.0,0.0
44,neg,0.5605699099342676,0.884152477559071,0.0,0.0,0.0
45,neg,0.008687475782716616,0.021834061135371178,0.0,0.0,0.0
46,neg,0.010713701843513142,0.056818181818181816,0.0,0.0,0.0
47,neg,0.017033186037639283,0.005707762557077626,0.0,0.0,0.0
48,neg,0.0,0.0,0.0,0.0,0.0
49,neg,0.007806525322281482,0.05102040816326531,0.08955223880597014,0.0,0.059701492537313425
50,neg,0.015495996268077556,0.08298755186721991,0.08888888888888889,0.0,0.044444444444444446
51,neg,0.01710885360491025,0.048543689320388356,0.0,0.0,0.0
52,neg,0.016153228406487214,0.0617283950617284,0.1212121212121212,0.0,0.1212121212121212
53,neg,0.01296247288049188,0.12195121951219513,0.041666666666666664,0.0,0.041666666666666664
54,neg,0.008640609739997756,0.125,0.0,0.0,0.0
55,neg,0.0109294947384592,0.021929824561403504,0.0,0.0,0.0
56,neg,0.02145851237135921,0.05050505050505051,0.0,0.0,0.0
57,neg,0.01441800755321848,0.06437768240343349,0.11764705882352941,0.0,0.058823529411764705
58,neg,0.009062193049805321,0.02145922746781116,0.0,0.0,0.0
59,neg,0.014610534486579728,0.06369426751592357,0.11764705882352941,0.0,0.0784313725490196
60,neg,0.014857839440651324,0.04716981132075472,0.0,0.0,0.0
61,neg,0.0,0.0,0.0,0.0,0.0
62,neg,0.033031643180138064,0.035211267605633804,0.0,0.0,0.0
63,neg,0.006568301273760529,0.019900497512437807,0.0,0.0,0.0
64,neg,0.0067177027389942,0.03787878787878788,0.0,0.0,0.0
65,neg,0.013502912664450703,0.08733624454148471,0.05769230769230768,0.0,0.038461538461538464
66,neg,0.004071711916050196,0.06097560975609757,0.07547169811320754,0.0,0.07547169811320754
67,neg,0.005965518750356762,0.052631578947368425,0.05063291139240506,0.0,0.02531645569620253
68,neg,0.00578083904183164,0.047619047619047616,0.03389830508474576,0.0,0.03389830508474576
69,neg,0.005783214009218943,0.059523809523809534,0.0,0.0,0.0
70,neg,0.02777619034011792,0.04,0.0,0.0,0.0
71,neg,0.007494276366370973,0.045871559633027525,0.046511627906976744,0.0,0.046511627906976744
72,neg,0.01287150253861497,0.06493506493506493,0.0,0.0,0.0
73,neg,0.5660254008219954,0.9273812427587048,0.7419354838709677,0.7333333333333334,0.7419354838709677
74,neg,0.009207598308796071,0.07518796992481203,0.0,0.0,0.0
75,neg,0.01626739260030573,0.046511627906976744,0.0,0.0,0.0
76,neg,1.0,0.9299633936261843,0.9333333333333333,0.923076923076923,0.9333333333333333
77,neg,0.007800772536265703,0.07731958762886598,0.06557377049180328,0.0,0.03278688524590164
78,neg,0.009131246806741877,0.04184100418410042,0.09615384615384616,0.0,0.057692307692307696
79,neg,0.5120537253350677,0.7716398434101783,0.12,0.0,0.12
80,neg,0.023980296761827107,0.013550135501355014,0.0,0.0,0.0
81,neg,0.022416933501922302,0.02293577981651376,0.0,0.0,0.0
82,neg,0.006938247178254633,0.04184100418410042,0.0,0.0,0.0
83,neg,0.017395797375642234,0.0574712643678161,0.0,0.0,0.0
84,neg,0.009203675823383899,0.05597014925373134,0.0,0.0,0.0
85,neg,0.010713701843513142,0.06224066390041494,0.0,0.0,0.0
86,neg,0.039281465090051315,0.024390243902439025,0.0,0.0,0.0
87,neg,0.4464617303464354,0.8211575489862951,0.0,0.0,0.0
88,neg,0.007293301163414325,0.10582010582010583,0.03773584905660378,0.0,0.03773584905660378
89,neg,0.004863083928997274,0.0154320987654321,0.02631578947368421,0.0,0.02631578947368421
90,neg,0.011712916466550741,0.10526315789473684,0.14285714285714288,0.0,0.14285714285714288
91,neg,0.908310875925963,0.4808121374386434,0.0,0.0,0.0
92,neg,0.008447063994683927,0.06410256410256411,0.037037037037037035,0.0,0.037037037037037035
93,neg,0.06257106818159155,0.023696682464454975,0.07692307692307691,0.0,0.07692307692307691
94,neg,0.007425055521504611,0.054945054945054944,0.029411764705882353,0.0,0.029411764705882353
95,neg,0.05833544737207805,0.013774104683195593,0.0,0.0,0.0
96,neg,0.9801882078613896,0.6628789310291484,0.0,0.0,0.0
97,neg,0.021105340631872645,0.023041474654377878,0.0,0.0,0.0
98,neg,0.018798317647335087,0.08522727272727273,0.0,0.0,0.0
99,neg,0.0038253628844009133,0.034013605442176874,0.034482758620689655,0.0,0.034482758620689655
100,pos,0.0,0.0,0.0,0.0,0.0
101,pos,0.0,0.0,0.0,0.0,0.0
102,pos,0.009629943614188135,0.05434782608695652,0.0,0.0,0.0
103,pos,0.022416933501922302,0.04975124378109453,0.0,0.0,0.0
104,pos,0.015280299364530322,0.06944444444444445,0.09090909090909091,0.0,0.09090909090909091
105,pos,0.004649189828106597,0.03424657534246576,0.05,0.0,0.05
106,pos,0.010900096978029118,0.10526315789473684,0.06451612903225805,0.0,0.06451612903225805
107,pos,0.00697242917567186,0.05813953488372093,0.05555555555555556,0.0,0.05555555555555556
108,pos,0.03478700554542394,0.0273224043715847,0.0,0.0,0.0
109,pos,0.009143962141667423,0.02415458937198068,0.0,0.0,0.0
110,pos,0.01871980086991623,0.17123287671232879,0.0,0.0,0.0
111,pos,0.21731107137815095,0.2829545454545454,0.0,0.0,0.0
112,pos,0.03303164318013808,0.05102040816326531,0.03125,0.0,0.03125
113,pos,0.010128952330932188,0.07177033492822966,0.0,0.0,0.0
114,pos,0.020448007360218394,0.02757352941176471,0.058823529411764705,0.0,0.058823529411764705
115,pos,0.014126508859988748,0.15625000000000003,0.0,0.0,0.0
116,pos,0.018555250251204053,0.07614213197969542,0.0,0.0,0.0
117,pos,0.005977500645731284,0.07352941176470588,0.0,0.0,0.0
118,pos,0.010275474580767148,0.11363636363636366,0.0,0.0,0.0
119,pos,0.02777619034011792,0.0625,0.0,0.0,0.0
120,pos,0.006373901955887893,0.07812500000000001,0.0,0.0,0.0
121,pos,0.0,0.0,0.0,0.0,0.0
122,pos,0.0,0.0,0.0,0.0,0.0
123,pos,0.010924856017658639,0.03968253968253968,0.0857142857142857,0.0,0.057142857142857134
124,pos,0.005488673667067168,0.061224489795918366,0.03333333333333333,0.0,0.03333333333333333
125,pos,0.0,0.0,0.0,0.0,0.0
126,pos,0.028556529017323657,0.05524861878453038,0.13793103448275862,0.0,0.13793103448275862
127,pos,0.022416933501922302,0.2380952380952381,0.0,0.0,0.0
128,pos,0.2726266264506407,0.341625548245614,0.049999999999999996,0.0,0.049999999999999996
129,pos,0.006990006728332351,0.026595744680851064,0.0,0.0,0.0
130,pos,0.033031643180138064,0.06329113924050632,0.0,0.0,0.0
131,pos,0.03155984539112946,0.02710027100271003,0.0,0.0,0.0
132,pos,0.02777619034011792,0.0625,0.0,0.0,0.0
133,pos,0.02777619034011792,0.023255813953488372,0.0,0.0,0.0
134,pos,0.02915032279375143,0.01855287569573284,0.0,0.0,0.0
135,pos,0.024512401940754224,0.03496503496503496,0.0,0.0,0.0
136,pos,0.013420832028958931,0.05154639175257732,0.0,0.0,0.0
137,pos,0.040824829046386304,0.0165016501650165,0.0,0.0,0.0
138,pos,0.009131246806741877,0.10067114093959731,0.0,0.0,0.0
139,pos,0.22182302253030578,0.3047738919356289,0.0,0.0,0.0
140,pos,0.007678432706586176,0.08849557522123894,0.0,0.0,0.0
141,pos,0.010713701843513142,0.08695652173913043,0.03508771929824561,0.0,0.03508771929824561
142,pos,0.033031643180138064,0.02551020408163265,0.0,0.0,0.0
143,pos,0.03303164318013808,0.03496503496503496,0.0,0.0,0.0
144,pos,0.024925978674400287,0.05208333333333333,0.0,0.0,0.0
145,pos,0.019090277826420414,0.025380710659898477,0.0,0.0,0.0
146,pos,0.03655552228545124,0.0625,0.0,0.0,0.0
147,pos,0.023980296761827107,0.0308641975308642,0.0,0.0,0.0
148,pos,0.009970222994544455,0.06622516556291391,0.05405405405405405,0.0,0.05405405405405405
149,pos,0.00825101291002796,0.038265306122448974,0.0,0.0,0.0
150,pos,0.456083954535194,0.908203125,0.0,0.0,0.0
151,pos,0.0,0.06024096385542169,0.0,0.0,0.0
152,pos,0.013661822578494706,0.05025125628140704,0.0,0.0,0.0
153,pos,0.03155984539112946,0.05555555555555555,0.0,0.0,0.0
154,pos,0.014216645907653848,0.029239766081871343,0.0625,0.0,0.0625
155,pos,0.013618796864073041,0.03225806451612903,0.03333333333333333,0.0,0.03333333333333333
156,pos,0.009849349468888718,0.024630541871921183,0.0,0.0,0.0
157,pos,0.02915032279375143,0.05617977528089887,0.0,0.0,0.0
158,pos,0.01052691762848815,0.05357142857142857,0.0,0.0,0.0
159,pos,0.0065749473089553884,0.09174311926605505,0.0,0.0,0.0
160,pos,0.023980296761827107,0.022222222222222223,0.0,0.0,0.0
161,pos,0.03155984539112946,0.1234567901234568,0.0,0.0,0.0
162,pos,0.0056555032555205215,0.01886792452830189,0.0,0.0,0.0
163,pos,0.03303164318013808,0.07462686567164178,0.0,0.0,0.0
164,pos,0.015436464226810553,0.06637168141592921,0.039603960396039604,0.0,0.039603960396039604
165,pos,0.0,0.0,0.0,0.0,0.0
166,pos,0.0,0.0,0.0,0.0,0.0
167,pos,0.005919382824640357,0.08,0.043478260869565216,0.0,0.043478260869565216
168,pos,0.007916067523495003,0.022421524663677132,0.0,0.0,0.0
169,pos,0.02777619034011792,0.007518796992481203,0.0,0.0,0.0
170,pos,0.036015288308423515,0.028409090909090908,0.0,0.0,0.0
171,pos,0.0,0.0,0.0,0.0,0.0
172,pos,0.009505116453442368,0.0273224043715847,0.0,0.0,0.0
173,pos,0.01618861356572822,0.018281535648994516,0.04,0.0,0.04
174,pos,0.014286401328894116,0.056818181818181816,0.0,0.0,0.0
175,pos,0.0,0.0,0.0,0.0,0.0
176,pos,0.011443496687171513,0.023041474654377878,0.058823529411764705,0.0,0.058823529411764705
177,pos,0.011354092273667685,0.08547008547008547,0.038461538461538464,0.0,0.038461538461538464
178,pos,0.007022920738591118,0.02232142857142857,0.0,0.0,0.0
179,pos,0.010900096978029118,0.05263157894736842,0.046511627906976744,0.0,0.046511627906976744
180,pos,0.006409912521492096,0.04716981132075471,0.04,0.0,0.04
181,pos,0.008830895300928163,0.07575757575757576,0.06451612903225806,0.0,0.06451612903225806
182,pos,0.010275474580767148,0.05102040816326531,0.0,0.0,0.0
183,pos,0.018850319022747353,0.06024096385542169,0.0,0.0,0.0
184,pos,0.005868131535243178,0.08547008547008547,0.032786885245901634,0.0,0.032786885245901634
185,pos,0.005568277467447727,0.12820512820512822,0.0,0.0,0.0
186,pos,0.033031643180138064,0.040322580645161296,0.0,0.0,0.0
187,pos,0.022416933501922302,0.027624309392265196,0.0,0.0,0.0
188,pos,0.02777619034011792,0.05102040816326531,0.0,0.0,0.0
189,pos,0.020255986027125642,0.05952380952380953,0.0,0.0,0.0
190,pos,0.0,0.0,0.0,0.0,0.0
191,pos,0.020960166113993737,0.05208333333333333,0.0,0.0,0.0
192,pos,0.006115004303675009,0.06076388888888888,0.0,0.0,0.0
193,pos,0.010275474580767148,0.10489510489510492,0.0,0.0,0.0
194,pos,0.03303164318013808,0.05102040816326531,0.0,0.0,0.0
195,pos,0.6083390278836109,0.7141985212053572,0.048780487804878044,0.0,0.048780487804878044
196,pos,0.10266900960803409,0.1252723311546841,0.13333333333333333,0.0,0.13333333333333333
197,pos,0.006115004303675009,0.06944444444444445,0.0,0.0,0.0
198,pos,0.01287150253861497,0.07092198581560284,0.09302325581395349,0.0,0.046511627906976744
199,pos,0.007939087147543497,0.04201680672268907,0.0,0.0,0.0
