idx,sentiment,bleu,meteor,rouge1,rouge2,rougeL
96,neg,0.0019571689155754085,0.053003533568904596,0.013698630136986302,0.0,0.013698630136986302
97,neg,0.056465212441456025,0.3580187416331995,0.008438818565400843,0.0,0.008438818565400843
98,neg,0.09455840258465814,0.49179112774710015,0.0,0.0,0.0
99,neg,0.0014341579643991204,0.06986027944111776,0.059574468085106386,0.0,0.05106382978723404
100,pos,0.0013196967159860038,0.03521126760563381,0.010526315789473684,0.0,0.010526315789473684
101,pos,0.16984993507465768,0.6728548997875682,0.019999999999999997,0.0,0.019999999999999997
102,pos,0.0021667483536362588,0.04629629629629631,0.027777777777777776,0.0,0.013888888888888888
103,pos,0.0021327661547589525,0.045454545454545456,0.03703703703703704,0.0,0.03703703703703704
104,pos,0.005530299700905084,0.09174311926605506,0.02985074626865672,0.0,0.02985074626865672
105,pos,0.00359154497910258,0.09756097560975611,0.0,0.0,0.0
106,pos,0.002380765499416936,0.0641025641025641,0.0,0.0,0.0
107,pos,0.002296801792830711,0.04166666666666667,0.023529411764705882,0.0,0.023529411764705882
108,pos,0.35253105705864435,0.7970107610580106,0.4725274725274725,0.4666666666666667,0.4725274725274725
109,pos,0.0022799533201064916,0.0635593220338983,0.013605442176870748,0.0,0.013605442176870748
110,pos,0.001056603672066393,0.025380710659898484,0.00909090909090909,0.0,0.00909090909090909
111,pos,0.43485910414829454,0.8101478961877855,0.4769874476987448,0.4725738396624472,0.4769874476987448
112,pos,0.0022918063815148848,0.08130081300813008,0.0,0.0,0.0
113,pos,0.001968146255985805,0.06756756756756757,0.025641025641025644,0.0,0.025641025641025644
114,pos,0.0023638038029330957,0.06600660066006601,0.0,0.0,0.0
115,pos,0.024313383896189797,0.2516778523489933,0.037037037037037035,0.0,0.037037037037037035
116,pos,0.0016383932059962985,0.04043126684636119,0.0,0.0,0.0
117,pos,0.00514409598528442,0.13821090395812505,0.09248554913294797,0.0,0.057803468208092484
118,pos,0.001853121018892732,0.05988023952095809,0.0,0.0,0.0
119,pos,0.0014168545068942778,0.07968127490039842,0.0,0.0,0.0
120,pos,0.001448300919103376,0.05277044854881268,0.04395604395604396,0.0,0.04395604395604396
121,pos,0.0015419451946457167,0.05016722408026757,0.0,0.0,0.0
122,pos,0.002283307365582545,0.05119453924914676,0.01438848920863309,0.0,0.01438848920863309
123,pos,0.0029441242789058704,0.05555555555555555,0.0,0.0,0.0
124,pos,0.0019556494575284867,0.05434782608695652,0.02484472049689441,0.0,0.02484472049689441
125,pos,0.06242741409954472,0.42446524064171126,0.020408163265306124,0.0,0.020408163265306124
126,pos,0.0029416162698911045,0.07042253521126761,0.0,0.0,0.0
127,pos,0.0013758576734430117,0.10504201680672272,0.0,0.0,0.0
128,pos,0.001576891514972002,0.04531722054380665,0.0,0.0,0.0
129,pos,0.05604677843075317,0.39840100610851603,0.1286549707602339,0.1183431952662722,0.1286549707602339
130,pos,0.1503126626124263,0.6381148950808394,0.0,0.0,0.0
131,pos,0.0016383932059962985,0.04405286343612336,0.012345679012345682,0.0,0.012345679012345682
132,pos,0.004783831192490183,0.05076142131979696,0.056338028169014086,0.0,0.04225352112676056
133,pos,0.0018404728318579383,0.08498583569405099,0.0,0.0,0.0
134,pos,0.0017022769157160483,0.056497175141242945,0.013605442176870748,0.0,0.013605442176870748
135,pos,0.0015901247847555575,0.09790209790209789,0.0,0.0,0.0
136,pos,0.0019106798200633492,0.06613756613756613,0.023809523809523808,0.0,0.023809523809523808
137,pos,0.2866746211067259,0.6754105622883905,0.0,0.0,0.0
138,pos,0.004779470871938055,0.10080645161290322,0.06289308176100629,0.0,0.025157232704402517
139,pos,0.1237268860168349,0.5913700790900206,0.013333333333333334,0.0,0.013333333333333334
140,pos,0.0022220467876655266,0.07183908045977012,0.012820512820512822,0.0,0.012820512820512822
141,pos,0.004040819125464365,0.10333014072054816,0.013071895424836602,0.0,0.013071895424836602
142,pos,0.0020116675111585816,0.06838905775075987,0.0,0.0,0.0
143,pos,0.0033864536614527344,0.08111239860950173,0.010362694300518133,0.0,0.010362694300518133
144,pos,0.001958535362585699,0.03649635036496351,0.0,0.0,0.0
145,pos,0.005731347932499674,0.13981191222570535,0.01818181818181818,0.0,0.01818181818181818
146,pos,0.005212044621503465,0.08461796246648795,0.034782608695652174,0.0,0.034782608695652174
147,pos,0.0019262933442530722,0.034013605442176874,0.0,0.0,0.0
148,pos,0.0020836165884429818,0.021008403361344536,0.020202020202020204,0.0,0.020202020202020204
149,pos,0.002728984041744943,0.05154639175257733,0.0,0.0,0.0
150,pos,0.146365796528144,0.6223974763406941,0.0684931506849315,0.0,0.0410958904109589
151,pos,0.002494582407684478,0.09981851179673322,0.03550295857988165,0.0,0.03550295857988165
152,pos,0.0022441065945409903,0.042194092827004225,0.0,0.0,0.0
153,pos,0.1191482699503743,0.5636787367094067,0.09467455621301776,0.0,0.07100591715976332
154,pos,0.2559088354075638,0.7182158868558232,0.03389830508474576,0.0,0.02259887005649718
155,pos,0.001985316399001623,0.08849557522123895,0.0125,0.0,0.0125
156,pos,0.0017284818621082806,0.04132231404958678,0.014388489208633093,0.0,0.014388489208633093
157,pos,0.003137705956894791,0.07407407407407407,0.0,0.0,0.0
158,pos,0.0018967254275021094,0.027027027027027032,0.0,0.0,0.0
159,pos,0.006874614919231696,0.0746268656716418,0.07692307692307693,0.0,0.07692307692307693
160,pos,0.002518823673692623,0.0530035335689046,0.03508771929824561,0.0,0.03508771929824561
161,pos,0.002615117268701878,0.04098360655737705,0.0,0.0,0.0
162,pos,0.0025263279615826747,0.059760956175298814,0.017699115044247787,0.0,0.017699115044247787
163,pos,0.0018292155892657845,0.04528985507246377,0.020833333333333332,0.0,0.010416666666666666
164,pos,0.0037388294107313534,0.09859154929577466,0.0,0.0,0.0
165,pos,0.08142418608349876,0.4930693069306932,0.017857142857142853,0.0,0.017857142857142853
166,pos,0.002434933277964841,0.06122448979591837,0.01754385964912281,0.0,0.01754385964912281
167,pos,0.0017550614198713736,0.1092896174863388,0.023529411764705882,0.0,0.023529411764705882
168,pos,0.0016604454093399766,0.05730659025787965,0.012269938650306749,0.0,0.012269938650306749
169,pos,0.002420614406701434,0.05181347150259068,0.04819277108433735,0.0,0.03614457831325301
170,pos,0.001604158773360751,0.03177966101694916,0.0,0.0,0.0
171,pos,0.15054477206868727,0.6141850965909885,0.10526315789473685,0.0,0.05668016194331984
172,pos,0.0023395375696551256,0.0552486187845304,0.020202020202020204,0.0,0.020202020202020204
173,pos,0.0016754936859942188,0.09920634920634923,0.011494252873563216,0.0,0.011494252873563216
174,pos,0.002914696375657095,0.07306889352818371,0.0,0.0,0.0
175,pos,0.0036176161888736213,0.09146341463414635,0.045714285714285714,0.0,0.022857142857142857
176,pos,0.0017797961322261206,0.033112582781456956,0.0,0.0,0.0
177,pos,0.002481724675849173,0.09345794392523364,0.029850746268656716,0.0,0.029850746268656716
178,pos,0.27348112336715796,0.6354051825568146,0.01492537313432836,0.0,0.01492537313432836
179,pos,0.003338629251233483,0.09641873278236915,0.0,0.0,0.0
180,pos,0.002023792894760146,0.028089887640449444,0.0,0.0,0.0
181,pos,0.0023100533424220454,0.09523809523809525,0.032,0.0,0.032
182,pos,0.0024048608093888953,0.05813953488372093,0.0,0.0,0.0
183,pos,0.1978508055176519,0.7054169497606545,0.01098901098901099,0.0,0.01098901098901099
184,pos,0.002342207406332167,0.07194244604316548,0.018518518518518517,0.0,0.018518518518518517
185,pos,0.002182952702658518,0.06872852233676977,0.0,0.0,0.0
186,pos,0.11872672594518228,0.5616155660377359,0.020833333333333336,0.0,0.020833333333333336
187,pos,0.003161446527541634,0.056818181818181816,0.0,0.0,0.0
188,pos,0.0018276470503715313,0.07326007326007326,0.014388489208633094,0.0,0.014388489208633094
189,pos,0.0019339897166611873,0.04335260115606937,0.0196078431372549,0.0,0.0196078431372549
190,pos,0.0018707552097752312,0.07306889352818373,0.0,0.0,0.0
191,pos,0.0017451173289483636,0.050761421319796954,0.04444444444444444,0.0,0.03555555555555556
192,pos,0.00281411013938584,0.04363001745200699,0.0,0.0,0.0
193,pos,0.10949612121722521,0.571162767413143,0.013513513513513513,0.0,0.013513513513513513
194,pos,0.004825983557484225,0.05597014925373136,0.0,0.0,0.0
195,pos,0.10746543789066566,0.5563954852331674,0.19999999999999998,0.1851851851851852,0.19999999999999998
196,pos,0.002096192000263189,0.06887052341597796,0.0,0.0,0.0
197,pos,0.16044809774558047,0.6655011993190963,0.014084507042253521,0.0,0.014084507042253521
198,pos,0.0018869223785547985,0.11035839160839161,0.0,0.0,0.0
199,pos,0.0025030476163733144,0.10299248523886205,0.0,0.0,0.0
